instante;testa_pequena_r;testa_pequena_g;testa_pequena_b;testa_pequena_px;testa_grande_r;testa_grande_g;testa_grande_b;testa_grande_px;bochechas_r;bochechas_g;bochechas_b;bochechas_px;conjunto_pequeno_r;conjunto_pequeno_g;conjunto_pequeno_b;conjunto_pequeno_px;conjunto_grande_r;conjunto_grande_g;conjunto_grande_b;conjunto_grande_px;fundo_r;fundo_g;fundo_b;caixa_x;caixa_y;caixa_l;caixa_a
4.31832;204.1704;171.6744;175.6612;1901;207.0927;177.3400;178.8936;3582;222.4677;184.6520;178.9876;3626;214.2670;191.0339;190.4624;6486;215.4106;181.5767;178.9587;8407;205.7488;199.8657;208.7108;97;93;238;238
4.34706;204.2527;170.7778;174.3965;1773;208.1080;178.1588;179.4981;3628;223.6610;187.5271;181.7667;3690;215.6729;179.6942;178.1035;4097;216.3357;183.2851;180.5084;8517;205.2282;199.3918;208.1552;97;92;237;237
4.38378;204.2527;170.7778;174.3965;1773;208.1080;178.1588;179.4981;3628;223.6610;187.5271;181.7667;3690;215.6729;179.6942;178.1035;4097;216.3357;183.2851;180.5084;8517;205.2282;199.3918;208.1552;97;92;237;237
4.41121;204.3549;171.0172;174.9892;1857;209.0762;179.0485;179.8419;3650;223.5363;186.2807;180.3253;3498;214.8112;191.4859;190.8532;6355;216.5974;183.0921;180.1077;8459;204.7508;198.0128;207.0998;96;91;236;236
4.44631;204.3549;171.0172;174.9892;1857;209.0762;179.0485;179.8419;3650;223.5363;186.2807;180.3253;3498;214.8112;191.4859;190.8532;6355;216.5974;183.0921;180.1077;8459;204.7508;198.0128;207.0998;96;91;236;236
4.46305;208.2138;178.4874;180.4622;1787;211.5304;184.8463;184.5339;3714;223.2715;185.7645;180.3165;3507;216.9858;181.8932;179.8605;4093;217.4891;185.2315;181.9810;8593;205.1672;198.1405;207.2148;96;90;236;236
4.52310;205.9443;174.0261;176.6924;1687;209.1905;180.4461;180.7376;3616;224.7911;190.0378;183.9429;3518;217.0623;182.7203;180.3622;3965;217.4062;185.5782;182.3074;8547;204.9614;199.1998;207.9306;96;90;236;236
4.54028;207.1994;175.9307;178.4024;1645;209.0277;180.2126;180.6098;3542;224.6983;189.7437;183.7305;3507;217.5029;195.8070;194.7207;6079;217.4243;185.5299;182.3651;8355;204.9614;199.1998;207.9306;96;90;234;234
4.58738;210.2292;181.3125;183.7679;1715;211.1325;184.4498;184.4078;3524;222.6584;185.8610;180.2868;3633;217.4969;183.0832;181.3791;4025;216.9826;184.9946;181.6906;8459;205.6099;200.2046;208.9245;96;90;234;234
4.60306;210.1981;181.3168;183.7855;1711;211.2513;184.6299;184.5680;3521;222.5348;185.4487;179.8483;3633;217.6746;183.0723;181.3484;3998;216.9793;184.8881;181.5753;8442;205.6099;200.2046;208.9245;95;90;234;234
4.65114;209.0251;180.1137;181.6907;1830;210.4598;182.9833;182.9711;3528;223.8814;189.1609;183.1250;3599;217.5251;184.5821;182.0803;4123;217.4452;186.3422;182.7578;8414;205.5129;199.6584;208.5375;95;90;234;234
4.66674;209.0011;180.1046;181.6814;1836;211.0369;183.9590;183.6733;3581;223.8814;189.1609;183.1250;3599;217.3926;184.5806;182.1187;4177;217.7093;186.8052;183.0508;8589;205.5129;199.6584;208.5375;94;89;236;236
4.70290;208.2795;179.8385;181.1558;1932;210.8220;183.6905;182.7069;3657;224.7797;188.5579;182.3019;3495;215.9766;194.0288;192.9615;6418;217.9949;186.2689;182.2397;8591;205.3312;199.3016;208.0494;94;89;236;236
4.76308;209.0590;184.3427;184.3352;1984;211.3593;186.1531;184.6184;3690;223.6656;187.7144;181.4860;3547;216.7449;185.1391;182.0639;4226;217.5788;186.7424;182.6085;8498;205.5435;199.6516;208.5318;94;90;234;234
4.79915;209.0590;184.3427;184.3352;1984;211.3593;186.1531;184.6184;3690;223.6656;187.7144;181.4860;3547;216.7449;185.1391;182.0639;4226;217.5788;186.7424;182.6085;8498;205.5435;199.6516;208.5318;94;90;234;234
4.82708;208.8571;181.1173;182.0273;1756;209.9800;182.5793;181.5706;3542;223.9989;189.6269;183.7819;3581;217.8837;185.3756;182.5562;4060;217.2778;186.4191;182.6527;8422;205.0789;199.3228;208.2051;94;92;234;234
4.86560;208.8571;181.1173;182.0273;1756;209.9800;182.5793;181.5706;3542;223.9989;189.6269;183.7819;3581;217.8837;185.3756;182.5562;4060;217.2778;186.4191;182.6527;8422;205.0789;199.3228;208.2051;94;92;234;234
4.89115;208.5708;182.9559;182.9456;1948;211.1501;186.0647;184.3839;3725;221.4621;185.3860;179.6845;3692;215.7018;183.2554;180.6050;4342;216.3842;185.5245;181.4764;8683;205.5778;200.2318;208.7698;94;92;234;234
4.92748;208.5708;182.9559;182.9456;1948;211.1501;186.0647;184.3839;3725;221.4621;185.3860;179.6845;3692;215.7018;183.2554;180.6050;4342;216.3842;185.5245;181.4764;8683;205.5778;200.2318;208.7698;94;92;234;234
4.94226;208.7750;180.6293;182.0157;1907;211.0310;183.7495;182.9773;3649;224.0758;188.4114;182.9189;3549;217.3214;184.3667;182.0809;4238;217.7240;186.0588;182.5611;8633;205.2385;199.0969;207.9902;93;92;236;236
4.97807;208.7750;180.6293;182.0157;1907;211.0310;183.7495;182.9773;3649;224.0758;188.4114;182.9189;3549;217.3214;184.3667;182.0809;4238;217.7240;186.0588;182.5611;8633;205.2385;199.0969;207.9902;93;92;236;236
5.00445;207.8640;177.7794;179.8630;1868;209.8405;181.3703;180.9278;3573;219.3732;183.9862;178.3231;3925;214.3123;180.3791;178.2890;4384;215.2523;182.8353;179.2970;8779;205.4987;200.1504;208.8965;93;92;237;237
5.04065;207.8640;177.7794;179.8630;1868;209.8405;181.3703;180.9278;3573;219.3732;183.9862;178.3231;3925;214.3123;180.3791;178.2890;4384;215.2523;182.8353;179.2970;8779;205.4987;200.1504;208.8965;93;92;237;237
5.06839;207.0669;178.3178;180.5933;1957;207.7575;179.9077;180.5223;3682;222.3068;183.1090;177.6178;3634;216.7436;194.8425;194.0486;6541;215.4231;181.9800;179.1946;8429;205.5250;199.4931;208.3448;92;90;238;238
5.13110;199.9900;167.6556;171.4117;1800;201.0095;170.7140;172.8871;3259;222.2153;207.1353;205.0271;7162;216.6735;196.1707;196.0436;6420;211.8721;177.9979;175.6581;7936;204.9268;199.0070;207.9144;92;90;238;238
5.14674;203.5198;172.9496;175.9821;1847;203.8622;174.7734;176.2857;3490;222.6684;207.2176;205.0290;7174;217.3983;196.8398;196.4904;6586;213.2370;180.2018;177.6272;8332;204.9268;199.0070;207.9144;92;86;239;239
5.18360;203.3073;172.2273;174.5370;1676;203.5754;174.9140;175.8317;3012;218.0365;177.6511;172.8672;3563;217.1272;196.5523;196.3250;6431;210.9139;175.7166;173.1902;7770;205.1410;199.0920;207.9938;92;86;239;239
5.20063;204.4658;174.9260;176.9452;1771;205.1576;177.5109;177.9611;3243;219.0006;179.3416;174.4670;3589;212.9564;176.7640;175.1807;4195;212.4506;178.2119;175.6020;8136;205.1410;199.0920;207.9938;94;83;239;239
5.24264;202.2091;167.8035;169.6278;1679;201.2949;170.6983;171.8419;2967;222.9557;208.1850;206.6020;6982;218.0223;197.6328;197.0976;6329;210.2482;174.7951;173.0527;7607;204.7159;198.2806;207.2385;94;83;239;239
5.26127;203.5407;171.4812;172.8466;1916;202.9319;173.8902;174.1690;3332;219.7544;181.2388;177.1432;3505;217.5185;196.9542;196.0179;6554;212.0809;178.0664;175.7840;8056;204.7159;198.2806;207.2385;96;78;240;240
5.30715;204.3511;170.0655;172.2917;1618;204.2958;173.8444;174.9881;2860;222.2566;206.9167;205.2607;6940;217.9218;197.3235;196.8603;6256;216.2481;197.7241;196.9354;12063;204.6731;197.9741;206.8637;96;78;240;240
5.32501;206.5998;173.9682;175.8340;1759;206.4906;177.6918;177.9766;3202;221.5084;205.9309;204.1518;7073;217.2307;196.0682;195.5126;6319;212.6425;177.6196;175.0874;7710;204.6731;197.9741;206.8637;101;74;238;238
5.37113;205.3431;173.0684;175.3306;1609;204.4254;175.6658;176.8493;2753;221.6306;205.8481;204.9512;6993;217.4312;197.1830;197.1557;6197;209.8133;173.5025;172.4379;7315;205.0834;198.6691;207.5903;101;74;238;238
5.38769;205.9555;175.4151;176.8905;1754;205.8779;178.5350;179.0553;3202;217.3381;177.4254;174.1517;3573;217.1033;196.1503;196.0438;6255;211.8801;177.6170;175.9484;7950;205.0834;198.6691;207.5903;107;70;237;237
5.42828;206.6267;172.8566;173.5610;1492;204.8603;173.4167;174.1013;2606;221.2828;206.2321;204.6841;6907;217.1844;197.0328;196.2731;5884;209.1497;172.4464;170.4352;7081;204.5270;198.4093;207.4526;107;70;237;237
5.48306;211.6603;178.7681;180.5143;1466;210.5910;180.3019;181.4567;2726;219.9030;204.1400;203.5311;6566;216.8886;196.8450;196.7955;5756;211.2947;175.0784;173.5021;7306;204.9793;198.2405;207.2347;115;64;236;236
5.52928;211.6603;178.7681;180.5143;1466;210.5910;180.3019;181.4567;2726;219.9030;204.1400;203.5311;6566;216.8886;196.8450;196.7955;5756;211.2947;175.0784;173.5021;7306;204.9793;198.2405;207.2347;115;64;236;236
5.54481;211.1867;175.4650;176.5510;1441;209.3855;176.2863;176.7223;2794;213.7485;175.9088;172.1057;3368;214.7748;195.2486;195.5733;5756;212.0299;176.9246;174.5761;7502;204.7207;197.9145;207.0931;123;58;236;236
5.58729;211.1867;175.4650;176.5510;1441;209.3855;176.2863;176.7223;2794;213.7485;175.9088;172.1057;3368;214.7748;195.2486;195.5733;5756;212.0299;176.9246;174.5761;7502;204.7207;197.9145;207.0931;123;58;236;236
5.61260;213.2511;181.1001;180.9127;1398;211.2429;181.9603;180.7615;2771;214.1782;175.8923;170.8078;3501;208.2979;190.4184;191.3404;5700;213.0760;178.9242;175.3948;7498;211.7910;210.4977;216.7840;130;52;237;237
5.65537;213.2511;181.1001;180.9127;1398;211.2429;181.9603;180.7615;2771;214.1782;175.8923;170.8078;3501;208.2979;190.4184;191.3404;5700;213.0760;178.9242;175.3948;7498;211.7910;210.4977;216.7840;130;52;237;237
5.67433;211.5917;179.8792;179.0304;1614;209.0247;179.3122;178.0991;3078;217.6793;182.4029;176.2640;3564;214.3800;179.3472;175.8306;3813;214.0686;181.7867;177.5421;7809;215.1745;216.1444;222.4777;137;46;238;238
5.72310;212.1951;179.4305;179.6629;1317;209.0801;178.0144;177.6368;2635;213.0226;176.0136;171.2207;3452;201.6569;187.7301;190.2318;5876;211.7992;177.8880;174.7565;7339;214.6815;216.7126;222.7560;137;46;238;238
5.74244;212.8318;181.3167;180.9199;1623;210.8833;181.2626;180.2726;3008;218.4608;185.3935;178.7959;3865;215.5054;182.3618;178.3306;4129;214.9797;183.5832;179.3491;8307;214.6815;216.7126;222.7560;144;41;239;239
5.78686;211.5227;182.8759;182.0550;1563;210.2336;182.5706;181.6536;2881;217.5322;184.6392;178.4227;3792;214.0860;181.9133;178.2099;4002;214.2746;183.8670;179.7389;8104;215.5137;218.0940;223.9256;144;41;239;239
5.80790;212.6615;184.6259;183.6041;1743;211.6585;185.0894;183.7295;3142;218.7411;187.5889;181.1349;3943;216.1686;185.7701;181.5813;4371;215.7811;186.7998;182.3525;8553;215.5137;218.0940;223.9256;150;38;235;235
5.85098;213.4552;181.4592;180.2495;1507;213.4670;184.4554;182.6965;2666;219.4832;189.2070;182.2305;3870;216.8929;185.7033;181.0922;4044;217.1447;187.7560;182.4307;7966;215.0557;217.1475;223.1549;150;38;235;235
5.87128;214.8912;184.6403;182.9881;1682;214.0834;186.0598;184.0778;2878;220.4856;192.0267;184.7466;4160;217.7474;188.0856;183.1620;4394;217.4460;189.2617;183.9353;8442;215.0557;217.1475;223.1549;155;35;233;233
5.90764;215.1103;185.8678;184.9862;1740;214.3648;187.6050;186.4852;3013;219.5310;189.2302;181.8587;3970;217.6748;187.1673;182.3753;4364;216.8845;188.1761;183.2195;8284;215.0841;216.7158;222.9102;155;35;233;233
5.96355;214.0313;183.8641;182.8698;1597;212.8092;184.7188;183.6967;2977;221.8948;194.3935;187.3887;4173;218.6870;189.6920;185.0725;4370;217.8611;190.1549;185.4357;8414;215.0393;217.2290;223.3475;161;32;229;229
6.00588;214.0313;183.8641;182.8698;1597;212.8092;184.7188;183.6967;2977;221.8948;194.3935;187.3887;4173;218.6870;189.6920;185.0725;4370;217.8611;190.1549;185.4357;8414;215.0393;217.2290;223.3475;161;32;229;229
6.02723;216.2780;187.8830;187.4623;1633;214.8043;188.7667;187.6713;3061;219.8776;191.0669;184.2641;4093;217.9767;188.8326;184.4352;4380;217.5415;189.8601;185.4102;8500;215.0918;217.3796;223.5690;166;28;228;228
6.06485;216.2780;187.8830;187.4623;1633;214.8043;188.7667;187.6713;3061;219.8776;191.0669;184.2641;4093;217.9767;188.8326;184.4352;4380;217.5415;189.8601;185.4102;8500;215.0918;217.3796;223.5690;166;28;228;228
6.09300;212.2299;187.3515;185.7013;1818;212.3653;188.5390;186.3992;3154;219.5910;194.2932;187.4645;4267;216.5074;190.9186;186.0971;4706;216.5859;191.7225;186.8201;8742;215.7175;217.4852;223.6441;171;26;227;227
6.13013;212.2299;187.3515;185.7013;1818;212.3653;188.5390;186.3992;3154;219.5910;194.2932;187.4645;4267;216.5074;190.9186;186.0971;4706;216.5859;191.7225;186.8201;8742;215.7175;217.4852;223.6441;171;26;227;227
6.14564;212.8060;187.4356;185.9931;1747;213.3907;189.6464;187.3426;3097;219.2346;194.1378;186.7155;4215;216.1616;190.6105;185.5576;4616;217.0394;192.4891;187.0549;8750;215.7151;217.7395;223.8575;176;24;225;225
6.18358;212.8060;187.4356;185.9931;1747;213.3907;189.6464;187.3426;3097;219.2346;194.1378;186.7155;4215;216.1616;190.6105;185.5576;4616;217.0394;192.4891;187.0549;8750;215.7151;217.7395;223.8575;176;24;225;225
6.20310;217.6494;194.6260;191.6488;1754;217.5652;195.8119;192.2764;3137;219.0925;193.6288;186.2775;4378;218.0941;193.2027;187.4848;4816;218.3672;194.1744;188.3746;8916;217.0057;219.3041;225.0386;180;22;224;224
6.24062;217.6494;194.6260;191.6488;1754;217.5652;195.8119;192.2764;3137;219.0925;193.6288;186.2775;4378;218.0941;193.2027;187.4848;4816;218.3672;194.1744;188.3746;8916;217.0057;219.3041;225.0386;180;22;224;224
6.26688;215.4802;190.4428;188.9995;1843;215.5692;192.1024;189.9164;3301;221.4756;196.9469;189.8067;4598;218.6981;193.4031;188.4951;4979;219.2199;194.8722;189.6614;9332;216.5401;219.2413;225.0252;184;21;223;223
6.33105;216.4536;192.2282;190.3066;1810;215.6722;192.8516;190.4074;3228;219.4131;192.6791;186.0022;4602;217.6440;191.0656;186.3115;4938;217.7455;192.4869;187.4732;9303;215.1525;217.8020;223.9859;184;21;223;223
6.35021;216.3802;192.1928;190.2922;1841;216.2734;193.7188;191.1542;3211;219.3085;193.1417;186.4479;4755;217.6563;191.3736;186.6768;5013;217.9573;192.9948;187.8915;9439;215.1525;217.8020;223.9859;187;21;222;222
6.38787;216.4775;191.0504;189.2982;1824;215.3833;191.8631;189.4759;3295;220.4370;195.7177;188.6664;4581;218.0112;192.2343;187.4622;4926;218.5542;194.3884;189.2054;9371;214.8855;217.1915;223.3799;187;21;222;222
6.40816;216.7385;191.7200;189.8772;1889;215.9494;192.9036;190.3266;3402;220.6689;196.5883;189.6225;4787;218.4447;193.3209;188.4656;5127;218.8419;195.1920;189.9800;9602;214.8855;217.1915;223.3799;190;20;222;222
6.44556;217.0836;191.4732;189.5123;1866;216.4350;192.7567;189.9851;3214;219.7788;194.0585;187.1853;4841;217.9265;191.6102;186.7437;5169;218.6146;193.7137;188.4135;9602;213.7194;216.6093;223.0450;190;20;222;222
6.46179;216.9524;191.2526;189.2579;1892;216.7748;193.1823;190.3296;3286;219.5631;194.3682;187.6535;5033;217.8495;191.7901;186.9403;5275;218.7371;194.1208;188.8248;9794;213.7194;216.6093;223.0450;193;20;222;222
6.50724;219.7702;197.4643;194.5986;1906;219.2336;198.4384;194.6916;3369;218.9801;193.7326;187.1080;4963;218.4199;193.7097;188.6068;5270;218.8332;195.3258;189.8649;9965;213.9300;216.8857;223.4103;193;20;222;222
6.52576;219.7214;197.3271;194.4837;1935;219.1953;198.2508;194.4357;3544;218.8845;194.1270;187.4944;5063;218.3241;193.7347;188.6154;5405;218.8168;195.4644;189.9701;10205;213.9300;216.8857;223.4103;195;20;223;223
6.57107;217.9112;193.3995;191.2362;2015;218.2407;194.8903;191.9647;3602;220.7155;196.3223;189.9193;5153;219.2309;194.3363;189.5540;5570;219.5666;195.5184;190.5241;10379;214.6137;217.5746;224.1681;195;20;223;223
6.59019;217.8272;192.5617;190.5158;2026;218.0968;194.2987;191.5760;3606;220.7266;196.7958;190.3405;5304;219.3500;194.4171;189.6225;5651;219.4530;195.5439;190.5862;10483;214.6137;217.5746;224.1681;198;22;224;224
6.62746;220.1871;197.2324;193.6023;2117;220.0493;198.9458;194.7392;3877;217.5362;192.4565;186.5097;5233;218.3970;193.7966;188.8556;5650;218.0091;194.3499;189.1806;10770;214.0682;217.3298;223.9431;198;22;224;224
6.68297;218.8748;195.3661;191.3156;2221;218.7133;197.1033;192.6088;4144;219.2151;194.8886;188.2940;5384;219.1173;194.8797;189.2747;5796;218.4566;195.1095;189.5598;11138;214.6454;218.0741;224.4186;199;24;226;226
6.72916;218.8748;195.3661;191.3156;2221;218.7133;197.1033;192.6088;4144;219.2151;194.8886;188.2940;5384;219.1173;194.8797;189.2747;5796;218.4566;195.1095;189.5598;11138;214.6454;218.0741;224.4186;199;24;226;226
6.75033;218.6836;193.7217;189.9246;2307;218.9511;195.6454;191.1038;4298;218.4672;193.8068;187.5714;5663;218.4318;193.4629;187.8799;6038;218.2925;193.9326;188.5715;11564;214.5738;217.9664;224.3159;200;26;229;229
6.79453;218.6836;193.7217;189.9246;2307;218.9511;195.6454;191.1038;4298;218.4672;193.8068;187.5714;5663;218.4318;193.4629;187.8799;6038;218.2925;193.9326;188.5715;11564;214.5738;217.9664;224.3159;200;26;229;229
6.81584;221.5680;198.3968;193.5675;2354;221.4502;199.9903;194.5658;4438;216.7757;192.1139;186.1104;5823;218.8004;194.3926;188.7767;6167;218.1637;194.5151;188.8190;11881;215.2994;218.8049;225.0661;202;30;229;229
6.85952;221.5680;198.3968;193.5675;2354;221.4502;199.9903;194.5658;4438;216.7757;192.1139;186.1104;5823;218.8004;194.3926;188.7767;6167;218.1637;194.5151;188.8190;11881;215.2994;218.8049;225.0661;202;30;229;229
6.88213;219.3686;193.7283;189.2632;2363;219.1891;195.3970;190.8115;4589;219.7158;195.5235;189.2873;5629;219.6198;194.7313;189.0082;6226;219.1307;194.8893;189.4515;11822;215.7354;219.5130;225.6501;203;33;231;231
6.93011;220.8281;196.1458;191.2351;2373;220.7202;197.9206;192.5964;4557;217.2605;191.8077;185.4559;5690;218.7199;193.1435;187.2312;6216;218.2789;193.6587;187.8802;11859;216.0862;220.3285;226.3929;203;33;231;231
6.95259;221.1061;195.2879;190.6581;2442;220.9854;197.5076;192.3670;4643;217.6580;192.7365;186.3796;5761;218.7300;192.7995;187.1040;6349;218.0201;193.2990;187.6577;12025;216.0862;220.3285;226.3929;204;35;234;234
6.99613;220.1342;194.4321;189.9717;2474;220.3342;196.0877;191.4063;4605;218.2043;193.6910;187.3801;5722;218.6684;192.9622;187.4620;6370;218.4001;193.7437;188.1978;11941;216.5487;220.1241;226.2660;204;35;234;234
7.01952;220.1614;193.9570;189.6480;2398;220.3456;195.7466;191.1497;4522;218.0770;193.4896;187.1963;5725;218.5086;192.6213;187.2298;6280;218.2216;193.3784;187.8782;11815;216.5487;220.1241;226.2660;205;37;234;234
7.06172;218.9749;191.5825;187.6514;2395;219.0086;193.6591;189.1582;4520;218.2292;193.0578;187.0248;5693;218.3552;191.5299;186.3793;6224;218.0177;192.6435;187.3021;11753;216.4364;220.6035;226.7458;205;37;234;234
7.08355;218.8053;190.6359;187.0813;2337;219.1585;193.5333;189.0727;4485;218.1435;193.1527;187.1216;5699;218.1462;191.3220;186.3535;6292;217.8730;192.4490;187.1323;11681;216.4364;220.6035;226.7458;206;38;235;235
7.12088;220.7048;194.3254;190.8991;2388;220.8501;196.8625;192.6789;4509;217.0589;191.3149;184.9958;5701;218.1471;191.7293;186.4940;6375;218.1273;192.7387;187.3916;11646;216.4876;220.7780;226.6894;206;38;235;235
7.16544;219.8468;190.8777;186.4391;2298;219.7415;193.4132;188.7929;4506;219.5350;195.3154;189.0755;5749;219.5928;193.2025;187.5857;6316;219.1549;193.8856;188.2993;11692;216.0304;219.5619;225.8737;207;37;237;237
7.21044;219.8468;190.8777;186.4391;2298;219.7415;193.4132;188.7929;4506;219.5350;195.3154;189.0755;5749;219.5928;193.2025;187.5857;6316;219.1549;193.8856;188.2993;11692;216.0304;219.5619;225.8737;207;37;237;237
7.23122;221.4075;193.9673;191.4031;2297;221.2495;196.0013;192.6502;4566;217.2515;191.8618;185.7751;5869;218.5005;192.0418;187.2471;6463;218.5932;193.1086;188.1525;11855;215.6298;220.0183;226.1434;207;36;238;238
7.27768;221.4075;193.9673;191.4031;2297;221.2495;196.0013;192.6502;4566;217.2515;191.8618;185.7751;5869;218.5005;192.0418;187.2471;6463;218.5932;193.1086;188.1525;11855;215.6298;220.0183;226.1434;207;36;238;238
7.29852;220.5457;192.4487;189.0089;2351;219.9461;194.0630;189.9157;4603;218.8889;194.2145;187.4853;5889;219.5067;193.3207;187.7512;6669;219.0213;193.6229;187.9549;11996;215.9910;220.2693;226.4241;207;35;239;239
7.34151;220.5457;192.4487;189.0089;2351;219.9461;194.0630;189.9157;4603;218.8889;194.2145;187.4853;5889;219.5067;193.3207;187.7512;6669;219.0213;193.6229;187.9549;11996;215.9910;220.2693;226.4241;207;35;239;239
7.36451;220.0355;190.9430;187.1537;2368;219.9460;193.3542;188.8100;4664;218.7422;193.6402;187.5616;5814;219.0939;192.3529;187.2587;6653;218.7310;192.6657;187.1649;12035;215.2741;219.3699;225.6532;207;34;240;240
7.40728;220.0355;190.9430;187.1537;2368;219.9460;193.3542;188.8100;4664;218.7422;193.6402;187.5616;5814;219.0939;192.3529;187.2587;6653;218.7310;192.6657;187.1649;12035;215.2741;219.3699;225.6532;207;34;240;240
7.43047;221.7978;194.8851;191.1540;2428;222.2615;197.2464;192.8787;4577;217.6903;192.1505;186.2761;5861;219.0703;192.7896;187.7084;6810;219.0437;193.3137;188.0898;11986;215.3235;219.1581;225.5798;207;34;240;240
7.47419;221.7978;194.8851;191.1540;2428;222.2615;197.2464;192.8787;4577;217.6903;192.1505;186.2761;5861;219.0703;192.7896;187.7084;6810;219.0437;193.3137;188.0898;11986;215.3235;219.1581;225.5798;207;34;240;240
7.49672;219.9272;190.4124;186.4191;2403;220.0400;193.0357;188.5580;4645;220.0570;195.4730;189.5382;5812;219.9480;193.4401;188.2901;6766;219.5388;193.7128;188.3548;12029;215.2647;219.1102;225.4267;206;34;240;240
