instante;testa_pequena_r;testa_pequena_g;testa_pequena_b;testa_pequena_px;testa_grande_r;testa_grande_g;testa_grande_b;testa_grande_px;bochechas_r;bochechas_g;bochechas_b;bochechas_px;conjunto_pequeno_r;conjunto_pequeno_g;conjunto_pequeno_b;conjunto_pequeno_px;conjunto_grande_r;conjunto_grande_g;conjunto_grande_b;conjunto_grande_px;fundo_r;fundo_g;fundo_b;caixa_x;caixa_y;caixa_l;caixa_a
21.11051;224.7437;198.3228;194.1824;2407;224.6741;200.4150;195.8992;4612;218.4206;191.8343;186.3360;5780;220.4554;193.8804;188.8131;6754;220.2159;194.2247;189.1988;12045;214.2795;217.2969;224.4167;199;34;240;240
21.15347;222.3949;193.0991;189.5162;2431;222.5427;195.9310;191.5660;4710;221.2163;195.4982;190.4493;5793;221.6102;194.5932;190.0781;6713;221.1135;194.6772;190.0167;12105;214.5565;218.0312;224.8821;199;34;240;240
21.17404;222.7753;193.9600;190.1783;2474;222.9310;196.7293;192.2633;4724;221.3832;195.7626;190.6627;5796;221.9660;195.1626;190.5373;6788;221.4169;195.2284;190.4955;12209;214.5565;218.0312;224.8821;199;33;240;240
21.21753;224.5669;196.8798;193.1441;2429;224.7058;199.7501;195.2337;4690;219.4989;192.6555;186.9592;5907;221.2208;193.9943;188.9627;6803;220.7444;194.2315;189.1590;12244;214.5889;218.2125;225.1004;199;33;240;240
21.26448;223.6485;196.2461;192.2486;2458;223.3174;198.1174;193.7348;4763;220.3697;194.1391;188.6364;6023;221.5569;194.9457;189.9249;6908;220.7642;194.4929;189.6739;12378;215.0908;218.8081;225.6329;199;34;239;239
21.30401;223.6485;196.2461;192.2486;2458;223.3174;198.1174;193.7348;4763;220.3697;194.1391;188.6364;6023;221.5569;194.9457;189.9249;6908;220.7642;194.4929;189.6739;12378;215.0908;218.8081;225.6329;199;34;239;239
21.32548;223.2543;194.9678;191.8358;2454;223.2733;197.7823;193.6271;4690;220.4005;194.1486;189.1855;6010;221.3831;194.3238;189.9659;6957;220.9477;194.6134;190.0805;12379;214.8874;218.5126;225.3081;198;34;240;240
21.36462;223.2543;194.9678;191.8358;2454;223.2733;197.7823;193.6271;4690;220.4005;194.1486;189.1855;6010;221.3831;194.3238;189.9659;6957;220.9477;194.6134;190.0805;12379;214.8874;218.5126;225.3081;198;34;240;240
21.38964;224.9258;199.6891;194.9665;2506;225.5592;202.0490;197.2020;4753;219.3526;193.1188;187.4729;5984;221.3603;195.2522;189.8642;6964;221.1384;195.5213;190.3995;12374;214.8969;217.9930;224.9053;197;34;240;240
21.42830;224.9258;199.6891;194.9665;2506;225.5592;202.0490;197.2020;4753;219.3526;193.1188;187.4729;5984;221.3603;195.2522;189.8642;6964;221.1384;195.5213;190.3995;12374;214.8969;217.9930;224.9053;197;34;240;240
21.45355;223.3722;195.5984;191.7666;2485;223.5092;198.0959;193.9294;4786;221.5817;196.4299;190.4267;5962;222.1888;196.0173;190.7649;6898;221.6587;196.0209;190.9867;12424;215.2010;219.1748;225.9985;196;34;240;240
21.49255;223.3722;195.5984;191.7666;2485;223.5092;198.0959;193.9294;4786;221.5817;196.4299;190.4267;5962;222.1888;196.0173;190.7649;6898;221.6587;196.0209;190.9867;12424;215.2010;219.1748;225.9985;196;34;240;240
21.51262;224.0796;196.7013;193.1651;2501;224.4708;200.1529;195.7276;4743;219.2421;193.0312;187.9186;6191;220.9003;194.1449;189.5507;6873;220.5816;194.6815;189.9065;12477;214.4903;217.5744;224.6524;195;34;241;241
21.56537;223.9436;196.4369;192.0903;2447;223.8495;199.2669;194.2004;4770;220.2539;194.2908;188.9480;6076;221.6177;195.0883;190.1424;6842;221.1966;195.5473;190.3718;12367;215.0649;218.7852;225.5314;195;34;241;241
21.58692;223.8735;196.3712;192.0214;2427;223.6893;198.8346;193.8670;4715;220.2693;194.3205;188.9597;5912;221.4947;194.7951;189.8507;6843;221.0313;195.1971;190.0762;12254;215.0649;218.7852;225.5314;195;35;240;240
21.62951;223.2299;194.6910;190.7198;2427;222.8354;197.1169;192.9521;4678;220.5958;194.5873;189.1833;5920;221.4799;194.3134;189.5484;6754;220.7600;194.3915;189.5397;12252;214.8059;218.9885;225.7839;195;35;240;240
21.65030;223.2885;195.0775;191.0461;2388;222.4481;196.6210;192.5800;4586;220.7092;194.6653;189.2091;5960;221.4906;194.3731;189.5407;6765;220.6890;194.2676;189.4299;12223;214.8059;218.9885;225.7839;195;35;239;239
21.69331;225.0408;199.1887;194.9672;2379;225.1633;200.8958;196.5072;4588;218.7931;192.2504;186.3961;5955;220.9059;194.3598;188.9770;6793;220.7585;194.8540;189.7082;12184;214.6176;217.7591;224.7545;195;35;239;239
21.71490;224.8524;198.6137;194.5407;2358;224.8967;200.2746;196.0553;4560;218.6334;191.9443;186.1344;5974;220.7069;194.0034;188.6540;6700;220.7855;194.7659;189.6563;11954;214.6176;217.7591;224.7545;195;36;238;238
21.75365;222.9029;194.6357;190.8392;2369;222.4046;196.2921;192.0079;4563;221.7674;195.4841;189.9056;6048;222.1515;195.0326;190.0817;6649;221.6476;195.3087;190.2641;12016;214.8184;218.5334;225.3322;195;36;238;238
21.77570;222.8362;194.6305;190.8287;2387;222.3317;196.3001;192.0118;4592;222.0241;195.8922;190.2392;5986;222.1269;194.9673;190.0052;6731;221.5851;195.1841;190.1472;12136;214.8184;218.5334;225.3322;194;36;239;239
21.81299;224.2063;196.5590;192.7554;2424;223.7228;198.5272;194.3360;4640;219.4009;192.8698;187.1482;6081;220.7408;193.4783;188.3021;6828;220.3686;193.8837;188.9335;12308;214.6209;218.0437;224.7748;194;36;239;239
21.83030;224.0061;196.0154;192.2904;2469;223.9523;198.7804;194.5453;4676;219.1563;192.5882;186.8913;5962;220.7330;193.5254;188.3951;6869;220.4361;193.9776;189.0202;12306;214.6209;218.0437;224.7748;194;36;240;240
21.86762;223.6027;196.4133;192.1902;2376;223.0469;198.2157;193.3836;4627;220.5155;194.6214;189.2189;6006;221.4568;194.7313;189.7547;6756;221.0033;195.1851;190.1750;12267;215.2173;219.1453;225.8284;194;36;240;240
21.93433;222.4424;194.1686;190.5606;2378;221.9069;195.8388;191.8011;4660;219.8727;193.4433;187.6870;5984;220.4877;193.1986;188.1079;6711;220.3429;193.8110;188.8657;12250;214.7486;218.3386;225.3459;194;36;239;239
21.98273;222.4424;194.1686;190.5606;2378;221.9069;195.8388;191.8011;4660;219.8727;193.4433;187.6870;5984;220.4877;193.1986;188.1079;6711;220.3429;193.8110;188.8657;12250;214.7486;218.3386;225.3459;194;36;239;239
22.00463;224.5357;198.0403;194.0158;2408;223.8296;199.3655;195.1809;4637;218.7973;191.8231;186.4060;5946;220.7672;193.5957;188.6026;6663;220.5421;194.5128;189.5664;12099;214.9758;218.7047;225.4828;195;36;238;238
22.04515;224.5357;198.0403;194.0158;2408;223.8296;199.3655;195.1809;4637;218.7973;191.8231;186.4060;5946;220.7672;193.5957;188.6026;6663;220.5421;194.5128;189.5664;12099;214.9758;218.7047;225.4828;195;36;238;238
22.06801;222.1375;193.4989;189.6765;2371;221.9885;195.7337;191.1818;4593;221.2574;195.4764;190.0730;5902;221.2483;194.3394;189.4461;6617;221.2319;195.0553;190.1064;11912;214.6925;218.0503;225.0374;196;36;238;238
22.10889;222.1375;193.4989;189.6765;2371;221.9885;195.7337;191.1818;4593;221.2574;195.4764;190.0730;5902;221.2483;194.3394;189.4461;6617;221.2319;195.0553;190.1064;11912;214.6925;218.0503;225.0374;196;36;238;238
22.13047;223.8984;196.7483;192.6068;2312;223.7338;198.5490;194.0786;4477;219.1572;191.6428;186.1515;5787;220.7120;193.2928;188.2185;6507;220.6960;193.8760;188.9280;11754;214.6155;218.3377;225.2673;196;36;238;238
22.17211;223.8984;196.7483;192.6068;2312;223.7338;198.5490;194.0786;4477;219.1572;191.6428;186.1515;5787;220.7120;193.2928;188.2185;6507;220.6960;193.8760;188.9280;11754;214.6155;218.3377;225.2673;196;36;238;238
22.19324;222.9396;194.7341;191.1599;2283;222.9154;197.4466;193.1541;4420;220.4596;194.2362;188.8575;5936;221.2528;193.9932;189.2437;6464;221.2012;195.0416;190.1685;11832;215.0877;218.8723;225.6930;197;36;237;237
22.23806;221.4618;192.6868;188.9397;2356;221.8295;195.9559;191.8001;4487;219.5951;192.8092;187.5054;5807;220.1817;192.3933;187.6426;6534;220.2905;193.6313;188.8605;11797;214.5622;218.0090;225.0359;197;36;237;237
22.26003;221.5188;192.6665;188.9167;2342;221.9811;196.0370;191.8535;4486;219.3263;192.4735;187.2780;5856;220.2296;192.4918;187.7742;6550;220.2347;193.5549;188.7933;11778;214.5622;218.0090;225.0359;198;36;237;237
22.30245;224.7536;197.7170;193.7912;2265;224.7249;200.0478;195.7300;4434;219.0250;192.2193;186.7790;5883;220.7874;193.7578;188.8077;6457;220.9535;194.6088;189.6442;11758;214.7977;218.1631;225.1077;198;36;237;237
22.32670;224.9027;197.7847;193.8419;2271;224.8913;200.1776;195.8014;4442;219.0615;192.2918;186.8465;5785;220.7478;193.6338;188.7048;6500;220.9724;194.5819;189.6105;11793;214.7977;218.1631;225.1077;199;36;236;236
22.38146;221.5048;192.0427;188.8770;2391;222.0055;195.4338;191.5976;4525;221.2151;194.9942;189.8165;5816;221.2874;193.7816;189.2503;6681;220.9881;194.3940;189.7959;12058;214.5127;218.2708;225.2508;199;36;236;236
22.40207;221.5048;192.0427;188.8770;2391;222.0055;195.4338;191.5976;4525;221.2151;194.9942;189.8165;5816;221.2874;193.7816;189.2503;6681;220.9881;194.3940;189.7959;12058;214.5127;218.2708;225.2508;199;36;236;236
22.43962;223.7940;196.1469;192.1302;2335;224.4217;199.6399;194.7539;4510;218.3867;191.5797;186.4386;5837;220.1608;192.9741;188.2694;6649;220.2109;193.8208;188.9148;12013;214.6033;217.9792;224.8420;199;36;236;236
22.46139;222.9637;194.3514;190.6094;2368;222.8681;197.4372;192.8134;4497;220.4704;194.4661;189.2007;5799;221.1142;193.9995;189.3308;6593;221.0448;194.8106;189.8805;11864;214.8941;218.4238;225.3705;199;36;236;236
22.50090;222.9637;194.3514;190.6094;2368;222.8681;197.4372;192.8134;4497;220.4704;194.4661;189.2007;5799;221.1142;193.9995;189.3308;6593;221.0448;194.8106;189.8805;11864;214.8941;218.4238;225.3705;199;36;236;236
22.52522;222.5574;194.2267;189.8716;2289;223.1802;197.5923;192.6843;4435;219.2751;192.6949;187.2856;5848;220.4102;192.9178;187.7859;6482;220.4403;194.0562;188.8544;11760;214.4480;218.6020;225.5130;198;36;237;237
22.56591;222.5574;194.2267;189.8716;2289;223.1802;197.5923;192.6843;4435;219.2751;192.6949;187.2856;5848;220.4102;192.9178;187.7859;6482;220.4403;194.0562;188.8544;11760;214.4480;218.6020;225.5130;198;36;237;237
22.58934;224.3951;198.0577;194.4202;2306;224.1632;200.3716;196.0854;4424;218.5482;192.1935;186.4303;5907;220.6016;194.0537;188.9916;6541;220.4969;194.8189;189.6489;11781;214.8181;218.3860;225.2295;198;36;237;237
22.62834;224.3951;198.0577;194.4202;2306;224.1632;200.3716;196.0854;4424;218.5482;192.1935;186.4303;5907;220.6016;194.0537;188.9916;6541;220.4969;194.8189;189.6489;11781;214.8181;218.3860;225.2295;198;36;237;237
22.65354;222.0261;193.1959;188.8370;2374;221.6265;195.2719;190.3577;4565;220.6552;194.7302;189.0987;5856;221.2958;194.2652;189.1627;6541;220.7210;194.4178;189.0665;11830;214.6854;218.7703;225.5706;198;36;238;238
22.69349;222.0261;193.1959;188.8370;2374;221.6265;195.2719;190.3577;4565;220.6552;194.7302;189.0987;5856;221.2958;194.2652;189.1627;6541;220.7210;194.4178;189.0665;11830;214.6854;218.7703;225.5706;198;36;238;238
22.71549;223.4198;196.5227;192.2611;2382;223.1475;197.9785;193.6966;4611;218.1028;191.3289;185.5918;5902;219.9272;193.0712;187.8490;6647;219.8303;193.3493;188.3147;11945;214.2595;217.4804;224.6820;198;36;238;238
22.76562;222.7318;194.5070;191.0465;2345;221.9604;195.7893;192.1469;4546;219.8841;194.0937;188.3696;5901;221.0758;194.4352;189.4645;6622;220.6031;194.4212;189.5558;11799;214.6551;218.0008;225.0668;198;36;238;238
22.78665;222.7318;194.5070;191.0465;2345;221.9604;195.7893;192.1469;4546;219.9130;194.2181;188.5089;5850;221.0362;194.4078;189.4573;6656;220.2469;193.9529;189.1500;11873;214.6551;218.0008;225.0668;198;36;239;239
22.82960;222.4937;193.2789;190.4810;2370;221.8395;195.0660;191.8057;4592;218.7903;192.4938;186.9914;5814;219.9716;192.5811;188.0690;6756;219.4568;192.4932;188.0094;11947;214.1388;218.0016;225.1861;198;36;239;239
22.85115;222.7322;193.9870;191.0456;2390;222.2774;195.9226;192.5322;4615;218.8620;192.6216;187.1024;5861;220.1535;192.9057;188.3392;6774;219.8080;193.1076;188.5556;12086;214.1388;218.0016;225.1861;198;35;239;239
22.89323;224.5555;197.2684;193.9009;2351;223.3629;198.0465;194.1443;4663;218.7670;191.9910;186.9023;5863;220.7034;193.7845;189.2469;6743;220.1588;193.5870;189.0822;12113;214.4654;218.0153;225.0855;198;35;239;239
22.91433;224.5555;197.2684;193.9009;2351;223.3629;198.0465;194.1443;4663;218.7670;191.9910;186.9023;5863;220.7034;193.7845;189.2469;6743;220.1588;193.5870;189.0822;12113;214.4654;218.0153;225.0855;198;35;239;239
22.95156;222.0275;192.9241;189.9729;2399;221.5087;194.6653;191.3227;4655;220.4694;194.6522;189.1315;5856;221.1717;194.1373;189.5271;6750;220.2443;193.7334;189.0492;12093;214.6421;218.7715;225.7248;198;35;239;239
22.97307;221.9001;192.5751;189.6694;2483;222.0065;195.2861;191.8528;4757;220.3488;194.5254;189.0441;5811;221.0356;194.0146;189.4747;6794;220.3831;193.9393;189.2502;12106;214.6421;218.7715;225.7248;198;35;240;240
23.01304;224.3058;197.3270;193.2871;2407;224.5674;199.9659;195.4236;4632;218.2132;191.3278;186.0396;5811;220.4482;193.4068;188.5437;6724;220.3299;194.1090;189.1627;12007;214.2729;217.6899;224.9031;198;35;240;240
23.03427;223.9813;196.6826;192.7498;2410;224.3058;199.7222;195.2128;4601;218.1597;191.1369;185.8473;5954;220.4742;193.4280;188.5608;6656;220.1821;193.8924;188.9708;11952;214.2729;217.6899;224.9031;197;35;241;241
23.07074;222.2871;192.9505;189.6728;2442;222.1949;195.7447;191.9007;4735;219.7331;194.6292;188.5143;5923;220.5783;193.9623;188.9058;6685;220.2549;194.1017;189.0629;12077;214.4600;218.1585;225.2071;197;35;241;241
23.13397;222.7670;193.4969;190.2934;2403;222.8347;196.4209;192.7986;4628;218.7537;192.2470;187.0107;5793;220.0187;192.5606;188.0553;6727;219.8639;193.0080;188.5345;12055;214.0774;218.1717;225.2735;197;35;240;240
23.17675;222.7670;193.4969;190.2934;2403;222.8347;196.4209;192.7986;4628;218.7537;192.2470;187.0107;5793;220.0187;192.5606;188.0553;6727;219.8639;193.0080;188.5345;12055;214.0774;218.1717;225.2735;197;35;240;240
23.19851;224.8382;197.5867;194.0266;2330;224.1310;198.8336;195.2938;4466;219.1552;192.6967;187.2947;5833;221.0094;194.3158;189.5380;6688;220.7069;194.3670;189.7494;11924;214.4731;218.1957;225.1984;198;35;239;239
23.24423;224.8382;197.5867;194.0266;2330;224.1310;198.8336;195.2938;4466;219.1552;192.6967;187.2947;5833;221.0094;194.3158;189.5380;6688;220.7069;194.3670;189.7494;11924;214.4731;218.1957;225.1984;198;35;239;239
23.26643;221.3461;193.6312;188.9176;2378;220.8354;195.0271;190.0369;4610;220.8391;195.0573;189.7956;5965;220.9923;194.5685;189.4567;6753;220.3688;194.3147;189.2460;12002;214.5780;218.7843;225.7132;198;35;238;238
23.30973;221.3461;193.6312;188.9176;2378;220.8354;195.0271;190.0369;4610;220.8391;195.0573;189.7956;5965;220.9923;194.5685;189.4567;6753;220.3688;194.3147;189.2460;12002;214.5780;218.7843;225.7132;198;35;238;238
23.33129;224.5778;197.5672;193.7122;2255;224.6130;200.5746;195.8942;4377;218.6846;192.7012;187.4862;5967;220.5539;194.0719;189.2826;6579;220.3843;194.6755;189.7344;11765;214.3227;217.9423;224.8978;199;35;237;237
23.37291;224.5778;197.5672;193.7122;2255;224.6130;200.5746;195.8942;4377;218.6846;192.7012;187.4862;5967;220.5539;194.0719;189.2826;6579;220.3843;194.6755;189.7344;11765;214.3227;217.9423;224.8978;199;35;237;237
23.39467;222.2000;194.3251;190.7632;2335;222.6982;197.6987;193.3040;4414;220.7672;196.1349;189.8026;5923;221.2656;195.4784;190.0216;6660;221.2427;196.1209;190.6834;11791;214.6194;218.2363;225.1860;199;34;237;237
23.43159;222.7905;193.7239;190.9017;2329;223.1949;197.5869;193.6459;4490;219.5243;193.3678;188.1899;6014;220.6764;193.2049;188.8645;6589;220.5571;194.1703;189.6568;11935;214.0813;217.9338;225.0510;199;34;237;237
23.45207;222.7905;193.7239;190.9017;2329;223.1949;197.5869;193.6459;4490;219.7053;193.5068;188.2632;5931;220.6664;193.0920;188.7439;6631;220.5796;194.1596;189.6365;11985;214.0813;217.9338;225.0510;199;34;236;236
23.48990;223.8297;196.5918;193.0548;2337;224.2278;199.5106;195.4515;4430;219.5730;193.9493;187.3791;5935;220.8332;194.2468;188.8387;6620;220.9582;195.1589;189.6635;11935;214.7220;218.5671;225.4244;199;34;236;236
23.50791;223.7523;196.6066;193.0803;2354;224.0261;199.3174;195.3001;4405;219.7814;194.1924;187.5627;5925;220.9127;194.3703;188.9283;6622;220.9660;195.1495;189.6658;11933;214.7220;218.5671;225.4244;198;34;236;236
23.54942;222.5799;193.4796;189.8763;2304;222.7452;196.9502;192.2091;4442;220.7123;195.3965;189.5085;5798;220.9219;193.9712;188.9787;6558;221.0315;195.0302;189.6877;11824;214.4078;218.2428;225.3606;198;34;236;236
23.56997;222.5799;193.4796;189.8763;2304;222.7452;196.9502;192.2091;4442;220.7123;195.3965;189.5085;5798;220.9219;193.9712;188.9787;6558;221.0315;195.0302;189.6877;11824;214.4078;218.2428;225.3606;198;34;236;236
23.61151;223.7931;196.5453;192.8727;2349;224.5895;200.1575;195.5766;4502;219.4267;193.1277;187.2041;5836;220.6555;193.7976;188.5779;6610;220.8807;194.8458;189.6406;11960;214.4578;217.8160;224.7416;198;34;236;236
23.66171;222.8382;193.4768;190.5689;2280;223.1331;196.8713;192.9652;4374;221.4575;195.9478;190.4362;5727;221.7140;194.5721;190.1304;6443;221.5629;195.3148;190.5306;11826;214.6294;218.6484;225.6125;198;34;236;236
23.70071;222.8382;193.4768;190.5689;2280;223.1331;196.8713;192.9652;4374;221.4575;195.9478;190.4362;5727;221.7140;194.5721;190.1304;6443;221.5629;195.3148;190.5306;11826;214.6294;218.6484;225.6125;198;34;236;236
23.72530;222.9996;194.0210;191.5291;2334;223.4135;197.6997;193.7636;4496;219.0460;192.9788;187.6443;5892;220.0000;192.7429;188.4493;6617;220.4079;194.0260;189.3234;11966;214.2607;218.1875;225.2298;199;34;236;236
23.76587;222.9996;194.0210;191.5291;2334;223.4135;197.6997;193.7636;4496;219.0460;192.9788;187.6443;5892;220.0000;192.7429;188.4493;6617;220.4079;194.0260;189.3234;11966;214.2607;218.1875;225.2298;199;34;236;236
23.78966;223.5144;196.6935;193.4218;2333;224.0624;199.8255;195.5442;4458;219.7610;193.9547;188.9307;5832;220.9133;194.4840;190.0774;6632;221.0367;195.5072;190.9034;11976;214.7037;218.2345;225.2291;199;33;236;236
23.83025;223.5144;196.6935;193.4218;2333;224.0624;199.8255;195.5442;4458;219.7610;193.9547;188.9307;5832;220.9133;194.4840;190.0774;6632;221.0367;195.5072;190.9034;11976;214.7037;218.2345;225.2291;199;33;236;236
23.85339;222.5458;194.3204;190.7607;2294;222.7508;197.6342;193.0275;4470;220.9864;195.6222;190.5648;5797;221.1977;194.5917;190.2535;6549;221.0904;195.2668;190.5543;11962;214.4491;218.5911;225.4666;199;33;236;236
23.89296;222.5458;194.3204;190.7607;2294;222.7508;197.6342;193.0275;4470;220.9864;195.6222;190.5648;5797;221.1977;194.5917;190.2535;6549;221.0904;195.2668;190.5543;11962;214.4491;218.5911;225.4666;199;33;236;236
23.91310;224.7864;197.9854;194.1197;2397;225.0778;201.0411;196.4413;4496;219.0823;192.8746;187.0598;5891;220.9105;194.2983;189.1970;6702;220.8710;195.0508;189.8643;11979;214.5367;218.4529;225.3568;200;33;236;236
23.96566;222.2998;193.9122;190.1595;2358;223.2294;197.9026;193.0367;4499;221.5098;196.3818;190.8491;5751;221.6942;195.2637;190.2909;6573;221.7340;196.1127;191.0417;11818;214.5950;218.6153;225.5681;200;33;236;236
23.98726;222.2998;193.9122;190.1595;2358;223.2294;197.9026;193.0367;4499;221.5098;196.3818;190.8491;5751;221.6942;195.2637;190.2909;6573;221.7340;196.1127;191.0417;11818;214.5950;218.6153;225.5681;200;33;236;236
24.02957;223.4646;196.5943;192.9622;2275;224.0454;200.0185;195.4833;4428;219.2646;193.0152;187.7052;5859;220.6360;193.8179;189.1960;6536;220.5944;194.7879;189.8181;11872;214.1571;218.0457;225.0756;200;33;236;236
24.04950;223.4646;196.5943;192.9622;2275;224.0454;200.0185;195.4833;4428;219.2646;193.0152;187.7052;5859;220.6360;193.8179;189.1960;6536;220.5944;194.7879;189.8181;11872;214.1571;218.0457;225.0756;200;33;236;236
24.09372;223.2293;196.6880;192.3240;2324;223.6479;199.6265;194.7409;4439;219.5869;193.9023;188.3945;5883;220.6042;194.4117;189.3603;6614;220.7341;195.2292;190.0924;11925;214.4905;218.3680;225.4185;200;33;236;236
24.11676;223.2293;196.6880;192.3240;2324;223.6479;199.6265;194.7409;4439;219.5869;193.9023;188.3945;5883;220.6042;194.4117;189.3603;6614;220.7341;195.2292;190.0924;11925;214.4905;218.3680;225.4185;200;33;236;236
24.15535;223.0600;193.9029;191.2945;2234;223.2091;197.1894;193.3532;4372;220.2340;194.4743;189.0602;5884;221.1152;193.8646;189.3856;6527;220.8447;194.6634;189.8423;11810;214.3993;218.8814;225.8497;200;33;236;236
24.17695;223.0600;193.9029;191.2945;2234;223.2091;197.1894;193.3532;4372;220.2340;194.4743;189.0602;5884;221.1152;193.8646;189.3856;6527;220.8447;194.6634;189.8423;11810;214.3993;218.8814;225.8497;200;33;236;236
24.21436;224.5002;197.7064;194.8040;2275;224.8976;200.8518;196.8082;4365;219.0564;192.7352;187.3402;5740;220.5425;193.9400;189.3576;6498;220.9147;194.8891;190.1920;11671;214.5078;218.5018;225.5542;200;33;236;236
24.23511;224.3784;197.6216;194.7673;2265;224.7782;200.7663;196.7281;4351;219.1283;192.7743;187.3468;5813;220.5540;193.9997;189.4205;6504;220.9550;195.0152;190.2955;11669;214.5078;218.5018;225.5542;200;33;235;235
24.27210;221.9001;193.3871;189.7827;2333;222.0458;196.7192;192.1143;4452;221.5323;195.9041;190.4749;5905;221.5937;194.8075;190.1119;6603;221.3282;195.4793;190.4932;11904;214.2067;217.3062;224.4819;200;33;235;235
24.33390;222.7179;194.6515;191.9259;2336;223.1863;198.1814;194.4954;4487;219.2707;192.8703;187.2476;5821;220.1596;192.9689;188.4480;6554;220.2478;194.0083;189.3691;11860;214.2924;218.4093;225.5406;200;33;235;235
24.37691;222.7179;194.6515;191.9259;2336;223.1863;198.1814;194.4954;4487;219.2707;192.8703;187.2476;5821;220.1596;192.9689;188.4480;6554;220.2478;194.0083;189.3691;11860;214.2924;218.4093;225.5406;200;33;235;235
24.39879;223.3040;195.7114;192.3027;2342;223.1764;198.2740;194.2940;4398;219.9350;194.4431;189.0965;5935;220.8608;194.5633;189.8027;6636;220.8480;195.1266;190.4950;11891;214.7395;218.2217;225.0802;200;33;235;235
24.44099;223.3040;195.7114;192.3027;2342;223.1764;198.2740;194.2940;4398;219.9350;194.4431;189.0965;5935;220.8608;194.5633;189.8027;6636;220.8480;195.1266;190.4950;11891;214.7395;218.2217;225.0802;200;33;235;235
24.46128;222.2868;193.6152;190.2224;2266;222.2386;196.3567;192.1396;4371;220.4255;194.4157;189.3606;5715;220.9708;193.7164;189.3651;6399;220.6961;194.3304;189.6757;11645;214.4282;218.5967;225.6104;201;34;234;234
24.50389;222.2868;193.6152;190.2224;2266;222.2386;196.3567;192.1396;4371;220.4255;194.4157;189.3606;5715;220.9708;193.7164;189.3651;6399;220.6961;194.3304;189.6757;11645;214.4282;218.5967;225.6104;201;34;234;234
24.52536;224.1071;197.1400;193.4557;2315;224.3670;199.6383;195.3258;4371;218.9659;192.5252;187.4884;5924;220.5343;193.5154;188.9311;6543;220.6212;194.3962;189.7688;11791;214.3906;217.8709;224.9151;202;34;233;233
24.56584;224.1071;197.1400;193.4557;2315;224.3670;199.6383;195.3258;4371;218.9659;192.5252;187.4884;5924;220.5343;193.5154;188.9311;6543;220.6212;194.3962;189.7688;11791;214.3906;217.8709;224.9151;202;34;233;233
24.58666;222.5171;193.7002;191.2115;2218;222.4489;196.5313;192.9096;4237;221.2127;196.1497;190.7096;5820;221.5962;194.8913;190.6211;6384;221.2498;195.5516;190.9336;11720;214.6520;218.7418;225.6071;202;34;232;232
24.62391;223.8760;196.2184;192.9723;2202;224.3026;199.2500;195.1271;4224;219.1214;193.0111;187.4542;5740;220.5315;193.6995;188.7830;6363;220.6033;194.4995;189.7023;11514;214.3446;218.4216;225.3322;202;34;232;232
24.64434;223.8760;196.2184;192.9723;2202;224.3026;199.2500;195.1271;4224;219.1214;193.0111;187.4542;5740;220.5315;193.6995;188.7830;6363;220.6033;194.4995;189.7023;11514;214.3446;218.4216;225.3322;202;34;232;232
24.68564;223.5179;195.5312;191.9447;2259;223.5684;198.1602;193.9954;4351;220.3788;194.8348;189.6161;5824;221.3494;194.5298;189.8932;6402;221.0977;195.2324;190.5137;11791;214.9136;219.0152;225.7977;202;34;232;232
24.70814;223.3741;195.0918;191.5770;2331;223.3576;197.7630;193.6634;4418;220.2335;194.6664;189.5009;5935;221.2273;194.3364;189.7431;6551;221.0331;195.1009;190.4097;11858;214.9136;219.0152;225.7977;202;34;233;233
24.74972;222.4403;193.9371;190.0950;2305;222.7189;196.7788;192.2816;4318;219.9511;194.3956;189.1194;5956;220.5741;193.7293;189.0647;6568;220.4932;194.3258;189.4542;11780;214.1768;217.5984;224.8829;202;34;233;233
24.77229;222.4403;193.9371;190.0950;2305;222.7189;196.7788;192.2816;4318;219.9511;194.3956;189.1194;5956;220.5741;193.7293;189.0647;6568;220.4932;194.3258;189.4542;11780;214.1768;217.5984;224.8829;202;34;233;233
24.81353;224.1984;197.1410;193.5527;2354;224.5751;199.9696;195.5769;4349;219.1853;192.7834;187.4042;5937;220.7667;193.8653;189.2713;6632;220.7452;194.5880;189.7017;11909;214.6755;218.3003;225.3156;202;34;233;233
24.86133;222.0118;193.0915;190.2261;2295;222.2794;196.4402;192.2952;4434;221.5791;196.7178;190.9975;5928;221.7155;195.2557;190.6238;6632;221.2320;195.5123;190.5219;11922;214.6035;218.1780;225.2657;201;33;235;235
24.90555;222.0118;193.0915;190.2261;2295;222.2794;196.4402;192.2952;4434;221.5791;196.7178;190.9975;5928;221.7155;195.2557;190.6238;6632;221.2320;195.5123;190.5219;11922;214.6035;218.1780;225.2657;201;33;235;235
24.92601;223.8213;196.1676;192.1911;2255;224.0569;199.3639;194.4797;4394;219.2020;192.9226;187.6315;5881;220.6147;193.8399;189.0161;6571;220.8321;194.7538;189.7174;11777;214.4918;218.6873;225.6311;201;33;235;235
24.96987;223.8213;196.1676;192.1911;2255;224.0569;199.3639;194.4797;4394;219.2020;192.9226;187.6315;5881;220.6147;193.8399;189.0161;6571;220.8321;194.7538;189.7174;11777;214.4918;218.6873;225.6311;201;33;235;235
